Celebrity name,IG profile,fb profile,Twitter profile,Gender,Age,DOB,Ethnicity,Interest,Sexual orientation,Current city
AuronPlay,https://www.instagram.com/auronplay,https://www.facebook.com/AuronPlayOficial,https://twitter.com/auronplay,M,33.0,05/11/1988,Caucasian,Youtube,Heterosexual,Spain
Joe Rogan,https://www.instagram.com/joerogan,https://www.facebook.com/JOEROGAN,https://mobile.twitter.com/joerogan,M,54.0,11/08/1967,Caucasian,UFC,Heterosexual,Texas
Jacob Sartorius,https://www.instagram.com/jacobsartorius,https://www.facebook.com/jacobsartorius,https://twitter.com/jacobsartorius,M,19.0,02/10/2002,Caucasian,"Singer, Songwriter",Heterosexual,Reston
Tom Hanks,https://www.instagram.com/tomhanks,https://www.facebook.com/TomHanks,https://twitter.com/tomhanks,M,65.0,09/07/1956,Caucasian,Acting,Heterosexual,Oakland
Rafael Nadal,https://www.instagram.com/rafaelnadal,https://www.facebook.com/Nadal,https://mobile.twitter.com/rafaelnadal,M,35.0,03/06/1986,Caucasian,Tennis,Heterosexual,Spain
Jose Marie Viceral,https://www.instagram.com/praybeytbenjamin, ,https://twitter.com/vicegandako,M,45.0,31/03/1976,Asian,Acting,Homosexual,Philippines
Gianluigi Buffon,https://www.instagram.com/gianluigibuffon,https://www.facebook.com/GianluigiBuffon,https://twitter.com/gianluigibuffon,M,44.0,28/01/1978,Caucasian,Football,Heterosexual,Carrara
Rudy Mancuso,https://www.instagram.com/rudymancuso,https://www.facebook.com/rudymancuso,https://twitter.com/rudymancuso,M,30.0,28/02/1992,Caucasian,"Actor, Producer, Internet Personality, Comedian, And Musician",Heterosexual,Los Angeles
Virgil van Dijk,https://www.instagram.com/virgilvandijk,https://www.facebook.com/Virgivandijk/,https://twitter.com/VirgilvDijk,M,30.0,08/07/1991,African American,Football,Heterosexual,Liverpool
Sebastian Rulli,https://www.instagram.com/sebastianrulli,https://www.facebook.com/sebastianrulli,https://twitter.com/sebastianrulli,M,46.0,06/07/1975,Caucasian,Acting,Heterosexual,Buenos Aires
Thiaguinho,https://www.instagram.com/thbarbosa,https://www.facebook.com/thiaguinhocomth,https://twitter.com/thiaguinhocomth,M,38.0,11/03/1983,African American,Singer,Heterosexual,Sao Paulo
Pyong Lee ,https://www.instagram.com/pyonglee,https://www.facebook.com/pyongleetv,https://twitter.com/pyongleetv,M,29.0,23/09/1992,Asian,Youtube,Heterosexual,Sao Paolo
Skrillex,https://www.instagram.com/skrillex,https://www.facebook.com/skrillex,https://twitter.com/skrillex,M,34.0,15/01/1988,Caucasian,Music,Heterosexual,Los Angeles
Didier Dogba,https://www.instagram.com/didierdrogba,https://www.facebook.com/didier.drogba.71216141,https://twitter.com/didierdrogba,M,43.0,11/03/1978,African American,Football,Heterosexual,Abidjan
Ethan Dolan,https://www.instagram.com/ethandolan, ,https://twitter.com/ethandolan,M,22.0,16/12/1999,Caucasian,"Actor, Comedian",Heterosexual,Long Valley
Kodak Black,https://www.instagram.com/kodakblack,https://www.facebook.com/TheRealKodakBlack,https://twitter.com/KodakBlack1k,M,24.0,11/06/1997,African American,Rapper,Heterosexual,Florida
Mario Balotelli,https://www.instagram.com/mb459,https://www.facebook.com/MarioOfficialBalotelli,https://mobile.twitter.com/finallymario,M,31.0,12/08/1990,African American,Football,Heterosexual,Monza
Adam Sandler,https://www.instagram.com/adamsandler,https://www.facebook.com/Sandler,https://twitter.com/adamsandler,M,55.0,09/09/1966,Caucasian,"Actor, Comedian, Producer, Musician",Heterosexual,New York
Willian Borges Da Silva,https://www.instagram.com/willianborges88,https://www.facebook.com/Willian-Borges-da-Silva-534927369914248/,https://twitter.com/willianborges88,M,33.0,09/08/1988,African American,Football,Heterosexual,Brasil
Paul George,https://www.instagram.com/ygtrece, ,https://twitter.com/Yg_Trece,M,31.0,02/05/1990,African American,Basketball,Heterosexual,Los Angeles
Lucas Vazquez,https://www.instagram.com/lucasvazquez91,https://www.facebook.com/lucasvazquez1991,https://twitter.com/lucasvazquez91,M,30.0,01/07/1991,Caucasian,Football,Heterosexual,Madrid
Bhuvan Bam,https://www.instagram.com/bhuvan.bam22,https://www.facebook.com/BBkiVines,https://twitter.com/bhuvan_bam,M,28.0,22/01/1994,Indian,Comedian,Heterosexual,India
Gordon Ramsay,https://www.instagram.com/gordongram,https://www.facebook.com/gordonramsay,https://twitter.com/GordonRamsay,M,55.0,08/11/1966,Caucasian,"Chef,Actor",Heterosexual,London
Swae Lee,https://www.instagram.com/swaelee,https://www.facebook.com/SwaeLee,https://twitter.com/SwaeLee,M,28.0,07/06/1993,African American,Rappers,Heterosexual,Tupelo
Yuvraj Singh,https://www.instagram.com/babajackson2019,https://www.facebook.com/yuvirajsinghofficial,https://twitter.com/YUVSTRONG12,M,40.0,12/12/1981,Indian,Cricket,Heterosexual,Chandigarh
Steven Gerrard,https://www.instagram.com/stevengerrard,https://www.facebook.com/stevengerrard, ,M,41.0,30/05/1980,Caucasian,Football,Heterosexual,Liverpool
Don Jazzy,https://www.instagram.com/donjazzy,https://www.facebook.com/OFFICIALDONJAZZY/,https://twitter.com/DONJAZZY,M,39.0,26/11/1982,African American,Music,Heterosexual,Nigeria
Boosie BadAzz,https://www.instagram.com/officialboosieig,https://www.facebook.com/lilboosie,https://twitter.com/BOOSIEOFFICIAL,M,39.0,14/11/1982,African American,Rapper,Heterosexual,Baton Rouge
David Guetta,https://www.instagram.com/davidguetta,https://www.facebook.com/DavidGuetta,https://twitter.com/davidguetta,M,54.0,07/11/1967,Caucasian,"Disc Jockey, Record Producer, Remixer",Heterosexual,Paris
Steve Aoki,https://www.instagram.com/steveaoki,https://www.facebook.com/steveaoki,https://twitter.com/steveaoki,M,44.0,30/11/1977,Asian,Disc Jockey,Heterosexual,Newport Beach
Usher,https://www.instagram.com/usher,https://www.facebook.com/usher,https://twitter.com/Usher,M,43.0,14/10/1978,African American,Music,Heterosexual,Los Angeles
G-Eazy,https://www.instagram.com/g_eazy,https://www.facebook.com/G.Eazy,https://twitter.com/G_Eazy,M,32.0,24/05/1989,Caucasian,"Rapper, Record Producer",Heterosexual,Los Angeles
Tareq AlHarbi,https://www.instagram.com/6ar8o, , ,M,42.0,22/02/1980,Indian,Acting,Heterosexual,Riyadh
Mark Tuan,https://www.instagram.com/mark_tuan,https://www.facebook.com/pages/category/Musician-band/Mark-Tuan-102278171829727/,https://twitter.com/marktuan,M,28.0,04/09/1993,Asian,Singer,Heterosexual,South Korea
Dylan Sprouse,https://www.instagram.com/dylansprouse,https://www.facebook.com/dylansprouse2018,https://twitter.com/dylansprouse,M,29.0,04/08/1992,Caucasian,Actor,Heterosexual,Long Beach
Kepler Laveran Lima Ferreira,https://www.instagram.com/official_pepe,https://www.facebook.com/keplerlaveran.ferreira, ,M,39.0,26/02/1983,Caucasian,Football,Heterosexual,Portugal
Diljit Dosanjh,https://www.instagram.com/diljitdosanjh,https://www.facebook.com/DiljitDosanjh,https://twitter.com/diljitdosanjh,M,38.0,06/01/1984,Indian,"Singing, Acting",Heterosexual,California
Dr Fahrettin Koca,https://www.instagram.com/drfahrettinkoca,https://www.facebook.com/sbfahrettinkoca,https://twitter.com/drfahrettinkoca,M,57.0,02/01/1965,Caucasian,Politics,Heterosexual,Turkey
Valentino Rossi,https://www.instagram.com/valeyellow46,https://www.facebook.com/ValentinoRossiVR46Official/,https://twitter.com/ValeYellow46,M,43.0,16/02/1979,Caucasian,MotoGP,Heterosexual,Urbino
zkdlin,https://www.instagram.com/zkdlin, ,https://twitter.com/zkdlin_insta,M,28.0,14/01/1994,Asian,"Singing, Acting",Heterosexual,South Korea
Arthur Aguiar,https://www.instagram.com/arthuraguiar,https://www.facebook.com/OficialArthurAguiar,https://twitter.com/Aguiarthur,M,33.0,03/03/1989,Caucasian,"Acting, Singing",Heterosexual,Rio de Janeiro
Thimotee Chalamet,https://www.instagram.com/tchalamet, ,https://mobile.twitter.com/realchalamet,M,26.0,27/12/1995,Caucasian,Acting,Heterosexual,New York
Pedro Alonso,https://www.instagram.com/pedroalonsoochoro,https://www.facebook.com/PedroAlonsoBerlin, ,M,50.0,21/06/1971,Caucasian,Acting,Heterosexual,Spain
Marco Reus,https://www.instagram.com/marcinho11,https://www.facebook.com/MarcoReus11,https://twitter.com/woodyinho,M,32.0,31/05/1989,Caucasian,Football,Heterosexual,Dortmund
Gabriel Medina,https://www.instagram.com/gabrielmedina,https://www.facebook.com/gabrielmedinasurf,https://twitter.com/gabriel1medina,M,28.0,22/12/1993,Caucasian,Surfing,Heterosexual,Sao Paulo
Neil Patrick Harris,https://www.instagram.com/nph,https://www.facebook.com/nph,https://twitter.com/ActuallyNPH,M,48.0,15/06/1973,Caucasian,Acting,Homosexual,East Hampton
Ross Lynch,https://www.instagram.com/ross_lynch,https://www.facebook.com/RossLynchOfficial,https://twitter.com/RossLynch,M,26.0,29/12/1995,Caucasian,"Actor, Singer, Instrumentalist",Heterosexual,Los Angeles
Ayo Makun,https://www.instagram.com/aycomedian,https://www.facebook.com/aycomedian,https://twitter.com/AYCOMEDIAN,M,50.0,19/08/1971,African American,Acting,Heterosexual,Nigeria
Celso Portiolli,https://www.instagram.com/celsoportiolli,https://www.facebook.com/CelsoPortiolli,https://twitter.com/celsoportiolli,M,54.0,01/06/1967,Caucasian,TV presenter,Heterosexual,Brazil
Tommy Mallet,https://www.instagram.com/tommy_mallet, ,https://twitter.com/tommy_mallet,M,29.0,28/05/1992,Caucasian,Reality star,Heterosexual,Essex
Marcus Rashford,https://www.instagram.com/marcusrashford,https://www.facebook.com/MarcusRashford,https://twitter.com/marcusrashford,M,24.0,31/10/1997,African American,Football,Heterosexual,Manchester
Ross Butler,https://www.instagram.com/rossbutler,https://www.facebook.com/rossbutlerofficial/,https://twitter.com/rossbutler,M,31.0,17/05/1990,Asian,Acting,Heterosexual,Los Angeles
Mohammad Reza Golzar,https://www.instagram.com/rezagolzar,https://www.facebook.com/rezagolzar, ,M,44.0,21/03/1977,Caucasian,Music,Heterosexual,Teheran
Christian Figueiredo,https://www.instagram.com/christian_fig,https://www.facebook.com/christian.figueiredo,https://twitter.com/christian_fig,M,27.0,06/06/1994,Caucasian,Acting,Heterosexual,Blumenau
Juan Cuadrado,https://www.instagram.com/cuadrado,https://www.facebook.com/OficialCuadrado,https://twitter.com/cuadrado,M,33.0,26/05/1988,African American,Football,Heterosexual,Turin
Mc Livinho,https://www.instagram.com/mc_livinho,https://www.facebook.com/livinhooficial,https://twitter.com/Mclivinho,M,27.0,11/11/1994,Caucasian,Music,Heterosexual,Sao Paulo
Ruggero Pasquarelli,https://www.instagram.com/ruggeropasquarelli,https://www.facebook.com/ruggeropasquarelliufficiale,https://twitter.com/_ruggero,M,28.0,10/09/1993,Caucasian,Singer,Heterosexual,Città Sant Angelo
Riteish Deshmukh,https://www.instagram.com/riteishd,https://www.facebook.com/Riteishd,https://twitter.com/Riteishd,M,43.0,17/12/1978,Indian,Acting,Heterosexual,Worli
